Fondsposition per,"14.Mai2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Aktien","34.886.967,98","0,11","34.886.967,98","311.717,00","111,92","Kanada","Toronto Stock Exchange","CAD"
"BMO","BANK OF MONTREAL","Financials","Aktien","34.718.844,54","0,11","34.718.844,54","227.025,00","152,93","Kanada","Toronto Stock Exchange","CAD"
"2317","HON HAI PRECISION INDUSTRY LTD","IT","Aktien","34.568.723,47","0,11","34.568.723,47","4.455.760,00","7,76","Taiwan","Taiwan Stock Exchange","TWD"
"TT","TRANE TECHNOLOGIES PLC","Industrie","Aktien","34.375.342,89","0,10","34.375.342,89","71.367,00","481,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","34.267.686,81","0,10","34.267.686,81","125.813,00","272,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BNP","BNP PARIBAS SA","Financials","Aktien","34.189.782,58","0,10","34.189.782,58","318.071,00","107,49","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PH","PARKER-HANNIFIN CORP","Industrie","Aktien","34.103.456,05","0,10","34.103.456,05","38.735,00","880,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INTU","INTUIT INC","IT","Aktien","34.055.178,96","0,10","34.055.178,96","90.024,00","378,29","Vereinigte Staaten","NASDAQ","USD"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Aktien","33.828.889,39","0,10","33.828.889,39","766.018,00","44,16","Japan","Tokyo Stock Exchange","JPY"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Zyklische Konsumgüter ","Aktien","33.751.264,35","0,10","33.751.264,35","168.821,00","199,92","Schweiz","SIX Swiss Exchange","CHF"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energie","Aktien","33.673.693,60","0,10","33.673.693,60","708.050,00","47,56","Kanada","Toronto Stock Exchange","CAD"
"EQIX","EQUINIX REIT INC","Immobilien","Aktien","33.452.805,12","0,10","33.452.805,12","30.984,00","1.079,68","Vereinigte Staaten","NASDAQ","USD"
"DHR","DANAHER CORP","Gesundheitsversorgung","Aktien","33.278.215,00","0,10","33.278.215,00","202.250,00","164,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SYK","STRYKER CORP","Gesundheitsversorgung","Aktien","32.980.110,01","0,10","32.980.110,01","107.951,00","305,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CME","CME GROUP INC CLASS A","Financials","Aktien","32.846.729,50","0,10","32.846.729,50","110.335,00","297,70","Vereinigte Staaten","NASDAQ","USD"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Aktien","32.762.638,40","0,10","32.762.638,40","45.568,00","718,98","Schweiz","SIX Swiss Exchange","CHF"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","32.642.270,96","0,10","32.642.270,96","240.052,00","135,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BN","BROOKFIELD CORP CLASS A","Financials","Aktien","32.493.074,32","0,10","32.493.074,32","683.330,00","47,55","Kanada","Toronto Stock Exchange","CAD"
"AEM","AGNICO EAGLE MINES LTD","Materialien","Aktien","32.149.112,89","0,10","32.149.112,89","167.035,00","192,47","Kanada","Toronto Stock Exchange","CAD"
"SO","SOUTHERN","Versorger","Aktien","32.011.392,80","0,10","32.011.392,80","341.710,00","93,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GSK","GLAXOSMITHKLINE","Gesundheitsversorgung","Aktien","31.968.703,65","0,10","31.968.703,65","1.266.101,00","25,25","Vereinigtes Königreich","London Stock Exchange","GBP"
"IFX","INFINEON TECHNOLOGIES AG","IT","Aktien","31.772.489,34","0,10","31.772.489,34","399.625,00","79,51","Deutschland","Xetra","EUR"
"ACN","ACCENTURE PLC CLASS A","IT","Aktien","31.686.311,79","0,10","31.686.311,79","193.221,00","163,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SNPS","SYNOPSYS INC","IT","Aktien","31.655.411,34","0,10","31.655.411,34","62.067,00","510,02","Vereinigte Staaten","NASDAQ","USD"
"ADBE","ADOBE INC","IT","Aktien","31.506.687,34","0,10","31.506.687,34","132.934,00","237,01","Vereinigte Staaten","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Aktien","31.412.286,68","0,10","31.412.286,68","89.027,00","352,84","Vereinigte Staaten","NASDAQ","USD"
"WMB","WILLIAMS INC","Energie","Aktien","31.316.295,17","0,10","31.316.295,17","403.093,00","77,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OR","LOREAL SA","Nichtzyklische Konsumgüter","Aktien","31.294.598,46","0,10","31.294.598,46","74.654,00","419,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CMI","CUMMINS INC","Industrie","Aktien","30.880.427,90","0,09","30.880.427,90","43.102,00","716,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DUK","DUKE ENERGY CORP","Versorger","Aktien","30.822.913,12","0,09","30.822.913,12","247.952,00","124,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCK","MCKESSON CORP","Gesundheitsversorgung","Aktien","30.605.793,57","0,09","30.605.793,57","40.959,00","747,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8031","MITSUI LTD","Industrie","Aktien","30.599.755,29","0,09","30.599.755,29","789.300,00","38,77","Japan","Tokyo Stock Exchange","JPY"
"MDT","MEDTRONIC PLC","Gesundheitsversorgung","Aktien","30.432.706,48","0,09","30.432.706,48","395.384,00","76,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMCSA","COMCAST CORP CLASS A","Kommunikation","Aktien","30.253.484,22","0,09","30.253.484,22","1.201.966,00","25,17","Vereinigte Staaten","NASDAQ","USD"
"TMUS","T MOBILE US INC","Kommunikation","Aktien","30.141.263,16","0,09","30.141.263,16","160.164,00","188,19","Vereinigte Staaten","NASDAQ","USD"
"NOW","SERVICENOW INC","IT","Aktien","29.947.536,00","0,09","29.947.536,00","330.912,00","90,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FCX","FREEPORT MCMORAN INC","Materialien","Aktien","29.923.257,22","0,09","29.923.257,22","452.423,00","66,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SAN","SANOFI SA","Gesundheitsversorgung","Aktien","29.475.493,08","0,09","29.475.493,08","344.564,00","85,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CSX","CSX CORP","Industrie","Aktien","29.438.301,76","0,09","29.438.301,76","641.078,00","45,92","Vereinigte Staaten","NASDAQ","USD"
"D05","DBS GROUP HOLDINGS LTD","Financials","Aktien","29.414.615,73","0,09","29.414.615,73","623.538,00","47,17","Singapur","Singapore Exchange","SGD"
"INGA","ING GROEP NV","Financials","Aktien","29.356.252,34","0,09","29.356.252,34","968.733,00","30,30","Niederlande","Euronext Amsterdam","EUR"
"BNS","BANK OF NOVA SCOTIA","Financials","Aktien","29.300.127,60","0,09","29.300.127,60","378.890,00","77,33","Kanada","Toronto Stock Exchange","CAD"
"BX","BLACKSTONE INC","Financials","Aktien","29.301.126,66","0,09","29.301.126,66","239.271,00","122,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ENEL","ENEL","Versorger","Aktien","29.106.735,41","0,09","29.106.735,41","2.564.593,00","11,35","Italien","Borsa Italiana","EUR"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aktien","28.735.228,99","0,09","28.735.228,99","198.133,00","145,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ISP","INTESA SANPAOLO","Financials","Aktien","28.389.165,47","0,09","28.389.165,47","4.171.952,00","6,80","Italien","Borsa Italiana","EUR"
"WM","WASTE MANAGEMENT INC","Industrie","Aktien","28.266.073,50","0,09","28.266.073,50","129.175,00","218,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Aktien","28.055.060,90","0,09","28.055.060,90","1.086.705,00","25,82","Australien","Asx - All Markets","AUD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Zyklische Konsumgüter ","Aktien","27.845.306,19","0,09","27.845.306,19","78.777,00","353,47","Vereinigte Staaten","NASDAQ","USD"
"ELV","ELEVANCE HEALTH INC","Gesundheitsversorgung","Aktien","27.716.937,57","0,08","27.716.937,57","69.867,00","396,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CEG","CONSTELLATION ENERGY CORP","Versorger","Aktien","27.425.254,84","0,08","27.425.254,84","99.634,00","275,26","Vereinigte Staaten","NASDAQ","USD"
"SU","SUNCOR ENERGY INC","Energie","Aktien","27.238.484,29","0,08","27.238.484,29","407.894,00","66,78","Kanada","Toronto Stock Exchange","CAD"
"GLEN","GLENCORE PLC","Materialien","Aktien","27.145.065,31","0,08","27.145.065,31","3.378.179,00","8,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Aktien","27.071.436,60","0,08","27.071.436,60","126.828,00","213,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Aktien","27.032.836,28","0,08","27.032.836,28","173.599,00","155,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Aktien","27.014.250,21","0,08","27.014.250,21","580.300,00","46,55","Japan","Tokyo Stock Exchange","JPY"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrie","Aktien","26.943.074,48","0,08","26.943.074,48","129.304,00","208,37","Vereinigte Staaten","NASDAQ","USD"
"BARC","BARCLAYS PLC","Financials","Aktien","26.656.475,98","0,08","26.656.475,98","4.547.558,00","5,86","Vereinigtes Königreich","London Stock Exchange","GBP"
"CI","CIGNA","Gesundheitsversorgung","Aktien","26.604.455,58","0,08","26.604.455,58","90.206,00","294,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"USB","US BANCORP","Financials","Aktien","26.595.093,58","0,08","26.595.093,58","497.849,00","53,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FDX","FEDEX CORP","Industrie","Aktien","26.437.868,46","0,08","26.437.868,46","69.577,00","379,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FTNT","FORTINET INC","IT","Aktien","26.328.949,74","0,08","26.328.949,74","216.059,00","121,86","Vereinigte Staaten","NASDAQ","USD"
"6861","KEYENCE CORP","IT","Aktien","26.202.636,82","0,08","26.202.636,82","53.600,00","488,86","Japan","Tokyo Stock Exchange","JPY"
"NG.","NATIONAL GRID PLC","Versorger","Aktien","26.072.707,27","0,08","26.072.707,27","1.498.281,00","17,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrie","Aktien","25.917.592,08","0,08","25.917.592,08","984.800,00","26,32","Japan","Tokyo Stock Exchange","JPY"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Nichtzyklische Konsumgüter","Aktien","25.872.131,74","0,08","25.872.131,74","424.342,00","60,97","Vereinigte Staaten","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Zyklische Konsumgüter ","Aktien","25.824.252,80","0,08","25.824.252,80","287.960,00","89,68","Vereinigte Staaten","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aktien","25.752.505,32","0,08","25.752.505,32","15.956,00","1.613,97","Vereinigte Staaten","NASDAQ","USD"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrie","Aktien","25.667.287,28","0,08","25.667.287,28","295.460,00","86,87","Kanada","Toronto Stock Exchange","CAD"
"AMT","AMERICAN TOWER REIT CORP","Immobilien","Aktien","25.618.477,50","0,08","25.618.477,50","150.255,00","170,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6503","MITSUBISHI ELECTRIC CORP","Industrie","Aktien","25.590.165,99","0,08","25.590.165,99","628.800,00","40,70","Japan","Tokyo Stock Exchange","JPY"
"MMM","3M","Industrie","Aktien","25.543.006,56","0,08","25.543.006,56","176.013,00","145,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CIEN","CIENA CORP","IT","Aktien","25.324.520,13","0,08","25.324.520,13","42.809,00","591,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EMR","EMERSON ELECTRIC","Industrie","Aktien","25.276.988,88","0,08","25.276.988,88","183.326,00","137,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8001","ITOCHU CORP","Industrie","Aktien","25.187.942,71","0,08","25.187.942,71","1.948.800,00","12,92","Japan","Tokyo Stock Exchange","JPY"
"MPC","MARATHON PETROLEUM CORP","Energie","Aktien","25.061.648,04","0,08","25.061.648,04","100.722,00","248,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BSX","BOSTON SCIENTIFIC CORP","Gesundheitsversorgung","Aktien","25.025.414,40","0,08","25.025.414,40","467.328,00","53,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BA.","BAE SYSTEMS PLC","Industrie","Aktien","24.954.039,86","0,08","24.954.039,86","962.336,00","25,93","Vereinigtes Königreich","London Stock Exchange","GBP"
"DELL","DELL TECHNOLOGIES INC CLASS C","IT","Aktien","24.898.567,38","0,08","24.898.567,38","100.442,00","247,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NOKIA","NOKIA","IT","Aktien","24.811.742,24","0,08","24.811.742,24","1.782.125,00","13,92","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"CS","AXA SA","Financials","Aktien","24.499.645,63","0,07","24.499.645,63","531.300,00","46,11","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Aktien","24.437.149,35","0,07","24.437.149,35","928.373,00","26,32","Australien","Asx - All Markets","AUD"
"MRSH","MARSH INC","Financials","Aktien","24.310.238,40","0,07","24.310.238,40","151.920,00","160,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DG","VINCI SA","Industrie","Aktien","24.212.190,38","0,07","24.212.190,38","162.649,00","148,86","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GD","GENERAL DYNAMICS CORP","Industrie","Aktien","24.200.710,38","0,07","24.200.710,38","71.049,00","340,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Aktien","24.117.056,58","0,07","24.117.056,58","957.763,00","25,18","Australien","Asx - All Markets","AUD"
"NSC","NORFOLK SOUTHERN CORP","Industrie","Aktien","24.049.159,68","0,07","24.049.159,68","75.712,00","317,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4063","SHIN ETSU CHEMICAL LTD","Materialien","Aktien","23.948.538,37","0,07","23.948.538,37","506.600,00","47,27","Japan","Tokyo Stock Exchange","JPY"
"EOG","EOG RESOURCES INC","Energie","Aktien","23.889.907,26","0,07","23.889.907,26","175.674,00","135,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SLB","SLB NV","Energie","Aktien","23.885.864,50","0,07","23.885.864,50","428.446,00","55,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VLO","VALERO ENERGY CORP","Energie","Aktien","23.845.738,17","0,07","23.845.738,17","97.421,00","244,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NXPI","NXP SEMICONDUCTORS NV","IT","Aktien","23.783.056,16","0,07","23.783.056,16","80.848,00","294,17","Vereinigte Staaten","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","23.761.382,84","0,07","23.761.382,84","33.332,00","712,87","Vereinigte Staaten","NASDAQ","USD"
"402340","SK SQUARE LTD","Industrie","Aktien","23.712.170,76","0,07","23.712.170,76","30.191,00","785,41","Korea","Korea Exchange (Stock Market)","KRW"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Aktien","23.691.456,55","0,07","23.691.456,55","18.187.784,00","1,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"PSX","PHILLIPS 66","Energie","Aktien","23.578.680,27","0,07","23.578.680,27","137.477,00","171,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Zyklische Konsumgüter ","Aktien","23.481.985,76","0,07","23.481.985,76","74.188,00","316,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLR","DIGITAL REALTY TRUST REIT INC","Immobilien","Aktien","23.382.428,52","0,07","23.382.428,52","121.253,00","192,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SHW","SHERWIN WILLIAMS","Materialien","Aktien","23.361.022,44","0,07","23.361.022,44","75.558,00","309,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCO","MOODYS CORP","Financials","Aktien","23.083.910,68","0,07","23.083.910,68","53.351,00","432,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRP","TC ENERGY CORP","Energie","Aktien","22.979.154,98","0,07","22.979.154,98","337.125,00","68,16","Kanada","Toronto Stock Exchange","CAD"
"ROST","ROSS STORES INC","Zyklische Konsumgüter ","Aktien","22.937.401,77","0,07","22.937.401,77","107.551,00","213,27","Vereinigte Staaten","NASDAQ","USD"
"9983","FAST RETAILING LTD","Zyklische Konsumgüter ","Aktien","22.912.921,69","0,07","22.912.921,69","50.800,00","451,04","Japan","Tokyo Stock Exchange","JPY"
"CRH","CRH PUBLIC LIMITED PLC","Materialien","Aktien","22.849.956,63","0,07","22.849.956,63","212.301,00","107,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ITW","ILLINOIS TOOL INC","Industrie","Aktien","22.793.237,61","0,07","22.793.237,61","90.893,00","250,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrie","Aktien","22.668.291,24","0,07","22.668.291,24","230.322,00","98,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABI","ANHEUSER-BUSCH INBEV SA","Nichtzyklische Konsumgüter","Aktien","22.641.000,88","0,07","22.641.000,88","278.192,00","81,39","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"WPM","WHEATON PRECIOUS METALS CORP","Materialien","Aktien","22.542.661,63","0,07","22.542.661,63","162.011,00","139,14","Kanada","Toronto Stock Exchange","CAD"
"NOC","NORTHROP GRUMMAN CORP","Industrie","Aktien","22.530.860,90","0,07","22.530.860,90","41.066,00","548,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Aktien","22.481.315,94","0,07","22.481.315,94","41.110,00","546,86","Deutschland","Xetra","EUR"
"LITE","LUMENTUM HOLDINGS INC","IT","Aktien","22.478.612,78","0,07","22.478.612,78","22.438,00","1.001,81","Vereinigte Staaten","NASDAQ","USD"
"ABX","BARRICK MINING CORP","Materialien","Aktien","22.431.845,89","0,07","22.431.845,89","519.832,00","43,15","Kanada","Toronto Stock Exchange","CAD"
"285A","KIOXIA HOLDINGS CORP","IT","Aktien","22.399.860,89","0,07","22.399.860,89","73.100,00","306,43","Japan","Tokyo Stock Exchange","JPY"
"MELI","MERCADOLIBRE INC","Zyklische Konsumgüter ","Aktien","22.352.087,22","0,07","22.352.087,22","13.906,00","1.607,37","Vereinigte Staaten","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Versorger","Aktien","22.180.027,80","0,07","22.180.027,80","172.473,00","128,60","Vereinigte Staaten","NASDAQ","USD"
"HCA","HCA HEALTHCARE INC","Gesundheitsversorgung","Aktien","22.018.804,90","0,07","22.018.804,90","50.887,00","432,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CL","COLGATE-PALMOLIVE","Nichtzyklische Konsumgüter","Aktien","21.884.134,88","0,07","21.884.134,88","246.332,00","88,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6098","RECRUIT HOLDINGS LTD","Industrie","Aktien","21.690.233,65","0,07","21.690.233,65","440.900,00","49,20","Japan","Tokyo Stock Exchange","JPY"
"1810","XIAOMI CORP","IT","Aktien","21.676.386,29","0,07","21.676.386,29","5.352.400,00","4,05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INVE B","INVESTOR CLASS B","Financials","Aktien","21.657.200,27","0,07","21.657.200,27","553.577,00","39,12","Schweden","Nasdaq Omx Nordic","SEK"
"RCL","ROYAL CARIBBEAN GROUP LTD","Zyklische Konsumgüter ","Aktien","21.558.409,68","0,07","21.558.409,68","81.236,00","265,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MSI","MOTOROLA SOLUTIONS INC","IT","Aktien","21.495.933,90","0,07","21.495.933,90","53.830,00","399,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
